MZ5499_BB	719821161318	
MZ52833M_BB	719821246664	
MZ5496_BB	719821161288	
MZ70496_BB	719821265849	
MZ5514_BB	719821161455	4268105
KBB600CW_BB	810941014680	4152202
SDK401G_BB	810941014390	5252183
KBB604CW_BB	810941015205	4774404
WM700WS_BB	810941011160	4724595
SDK801S_BB	810941014413	4358019
KBB605CW_BB	810941015212	4774413
DVP774RED_BB	810941013157	
WMC41_BB	810941010538	
WM700BS_BB	810941011146	
WM600WB_BB	810941011122	4733627
USBAD_BB	810941011177	
DVP915BLACK_BB	810941017001	
MOD243_BB	852942002433	4087884
MOD215_BB	852942002150	1305038026
MOD236_BB	852942002365	1305038071
MOD245_BB	852942002457	4087902
MOD209_BB	852942002099	1305038019
KBB603CW_BB	810941015199	4774399
MOD222_BB	852942002228	1305038040
MOD230_BB	852942002303	1305038057
MOD251_BB	852942002518	4087939
MOD263_BB	852942002631	1305038095
MOD210_BB	852942002105	1305124095
MOD221_BB	852942002211	1305038033
PH15658_BB	5901054156581	1305120547
MOD244_BB	852942002440	4087893
MOD233_BB	852942002334	1305038064
MOD234_BB	852942002341	1305124101
MOD239_BB	852942002396	1305038088
MOD242_BB	852942002426	4087875
PH18340_BB	5901054183402	
PH10730_BB	5901054107309	1305069433
PH33485_BB	5901054334859	1305069501
PH15651_BB	5901054156512	5664254
PH15656_BB	5901054156567	5614205
PH33325_BB	5901054333258	
620346_BB	751148064651	
620257_BB	751148064637	
620046_BB	751148064569	
PH10720_BB	5901054107200	1305069426
PH18330_BB	5901054183303	
PH18310_BB	5901054183105	
36829_BB	047676368294	
853519_BB	8713638005669	
