AONSXCG4K2_BB	705105114316	4967163
AONSGS7462DBK1_BB	609728165130	
DSB6500_BB	659814483822	
TM08C_BB	659814347599	5111258
AONSGBA4550K1_BB	610074546924	5108397
AONSGS7253BK1_BB	610696360878	
AONSSS7761BK1_BB	718122578832	5251148
DSC7600_BB	659814359608	1304478823
DSK7600_BB	659814357932	
MY101_BB	659814536948	
AKORCA40K1_BB	610696349491	
AKORGA1K2_BB	610696353474	6004935
KPQUAD_BB	4959112079380	5108014
MR2_BB	4959112076532	
AKORGA1K4_BB	610696362643	
EB9760_BB	659814051359	
PX5D_BB	4959112047396	6004431
NANOPAD2WH_BB	4959112081055	
AKORCA40K2_BB	610696362599	
NANOKEY2WH_BB	4959112081031	6677479
SCPS60_BB	4959112078475 	5108005
SPST1WBK_BB	4959112073470	
AKORCA40K3_BB	610696362605	
AKORGKO1YK2_BB	610074544456	5108351
AKORWDMINIK1_BB	610696358615	
EC5-KORG_BB	4959112004054	
CA1_BB	4959112069312	
NANOKON2WH_BB	4959112081079	6677488
SAQ8_BB	809164005803	1304644457
1101551_BB	711554115514	
1601002_BB	711554160125	
414-AQUAPAC_BB	707398084147	
9001142_BB	711554901421	
7301124_BB	711554731240	1304884785
1210012_BB	711554121027	
7401024_BB	711554740242	
911012_BB	711554091122	1304565325
6201122_BB	711554620117	
SARES120A_BB	809164001409	4314353
SAL612_BB	809164007944	
GB1WH_BB	4959112062719	6377603
MONOTRIBE_BB	4959112081093	5108078
AKORCA1K3_BB	610696362582	
SA200_BB	809164005483	4788207
SAC03_BB	809164003397	
SAM4A_BB	809164007975	9154176
SAM3A_BB	809164007968	4314371
SASMS1_BB	809164004646	5116244
SWAM2SLM10N3_BB	809164143086	
CH700_BB	809164001454	1161149
MK10_BB	809164010166	9962884
C03UKIT_BB	809164007579	
SW77VSCS-N4_BB	809164202325	1305556018
SAQ1U_BB	809164006657	
SASR850C_BB	809164009788	5157504
MS9701B_BB	659814569847	4381805
SAMK5_BB	809164003199	5116192
SAMS100_BB	809164004127	
TS100_BB	809164003182	
RTSAMC01UCWK_BB	718122071999	
SASX1800_BB	809164004998	4788173
AONSKS7350K1_BB	609722088862	
AONSDB500K1_BB	609728163174	
HW2B_BB	659814355471	5111294
SSA1375_BB	659814791552	
TM03_BB	659814299355	5111203
QK10B_BB	659814354566	5111276
AONSMS7701BK1_BB	705105056715	5112053
AONSSM7211BK1_BB	797734261318	5115851
DSS7600_BB	659814359622	
MY100_BB	659814061549	9557437
AONSASWS58RK1_BB	610563298051	
AONSGS7462BK1_BB	610563296057	5108724
PXMINIBK_BB	4959112079694	6257316
KDA7061G_BB	659814409778	5111346
DST7600_BB	659814359585	5111328
AONSKS8291XXK1_BB	609722088879	
HW7A_BB	659814355594	5111285
AONSGKITK1_BB	718122031160	5113326
AKORWAVEDRUMK3_BB	610696358622	5109235
NANOKON2BK_BB	4959112081086	6272736
GB1BK_BB	4959112062689	5107952
PA50SD_BB	4959112071803	
KOPRO_BB	4959112072466	
PB02_BB	4959112060708	6004459
NANOPAD2BK_BB	4959112081062	6937761
BA40_BB	411378036308	6004399
GA1_BB	4959112069329	
AKORGA1K1_BB	610696349507	
AKORGPXMINIWHK1_BB	610696372000	
AKORMA1BLK1_BB	610696362711	
GB1RD_BB	4959112062702	6004468
PXMINIWH_BB	4959112079373	5957109
AKORPC1K1_BB	610696362681	
AKORPC1K3_BB	610696362704	
